input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,emails
Universidade Federal Fluminense,https://www.google.com/maps/place/UFF+-+Universidade+Federal+Fluminense/data=!4m7!3m6!1s0x9ea2b250a35f21:0xbd440af47d80be8d!8m2!3d-22.5062903!4d-44.0845917!16s%2Fg%2F11b62xm106!19sChIJIV-jULKingARjb6AffQKRL0?authuser=0&hl=en&rclk=1,UFF - Universidade Federal Fluminense,Public university,"UFF - Universidade Federal Fluminense - R. Des. Ellis Hermydio Figueira, 783 - Aterrado, Volta Redonda - RJ, 27213-145, Brazil",{},{},http://www.uff.br/,+55 24 3076-8700,"FWV8+F5 Aterrado, Volta Redonda - State of Rio de Janeiro, Brazil",171,4.900000,"{""1"":0,""2"":1,""3"":3,""4"":12,""5"":155}",-22.506290,-44.084592,13638037616778591885,,,https://search.google.com/local/reviews?placeid=ChIJIV-jULKingARjb6AffQKRL0&q=UFF+-+Universidade+Federal+Fluminense&authuser=0&hl=en&gl=PT,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGXor_tfvo0CHwG2ukTaMfPVt8jIEXSMVy-HGB-KFQD-ZiiP40s6Wa_uReV_FZ2Ryjzp_dFlk4Y1DjyF4K2bBeQFnAZ-dC1YlGlxUlqyHryvLVmFEF4vCjKQhCZZ5luTF0oK4=w408-h314-k-no,America/Sao_Paulo,,0x9ea2b250a35f21:0xbd440af47d80be8d,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGXor_tfvo0CHwG2ukTaMfPVt8jIEXSMVy-HGB-KFQD-ZiiP40s6Wa_uReV_FZ2Ryjzp_dFlk4Y1DjyF4K2bBeQFnAZ-dC1YlGlxUlqyHryvLVmFEF4vCjKQhCZZ5luTF0oK4=w386-h298-k-no""},{""title"":""Latest"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwF2I23rgpeHt2gpPopG0xm4LkNYqVDN5YsoM5DTv8pd9Y9cN7-_PZmbBTeG3Ykie1zNaIHJdYTjMxlw_jkEuGC7XclsehsBtR5H729grLTOOWe0aFcuIzRdKzu3J2fh0xB8rHFQ=w397-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhYW1RNI_JioeT6apjFLWdvFaVqe4xzpL0Eo45FRctDWf1kyhJC54VlMgDyN7dBFJqcUBT-Fg9z7JyNxQHS4pXiViATfhYbW_0RdvRiX3vtIDOoPbuAioxbFBOdAZhWkxWP-6wGA=w224-h398-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""UFF - Universidade Federal Fluminense (Owner)"",""link"":""""}","{""borough"":""Aterrado"",""street"":""R. Des. Ellis Hermydio Figueira, 783"",""city"":""Volta Redonda"",""postal_code"":""27213-145"",""state"":""State of Rio de Janeiro"",""country"":""BR""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]","[{""Name"":""Ivan Carlin Passos"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUSQT6deP083eQvQ9FocYL5ghdoxcTTrPOuLdt20e6kiwfOlhvl=s120-c-rp-mo-ba3-br100"",""Rating"":5,""Description"":""Top"",""Images"":null,""When"":""""},{""Name"":""Yan Alvarenga"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVsgEyVDuNFelit_sJAGqCNjzpraKqs8CPgDqYIU8OrVAUM5B_a=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""Top"",""Images"":null,""When"":""""},{""Name"":""Júlio Andrade"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXINYdpXDhH1kKB2ysJGRM_MGZtPvsrgAdGIGTRnGgftZVAUzMK1Q=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""Campus com ótima infraestrutura e muito bonito. São 3 blocos um do instituto de ciências humanas e sociais, outro do instituto de ciências exatas e um terceiro de uso comum (laboratório, bibliotecas, auditório etc).\nSão vários cursos, muito bem avaliados no Enade. Tem vários cursos de mestrado e especialização. Em breve terão uma quadra poliesportiva (fase final de conclusão), um bandejão (restaurante universitário) e alojamento."",""Images"":[""www.google.com/local/imagery/report/?cb_client=maps_sv.tactile\u0026image_key=!1e10!2sCIHM0ogKEICAgIDGs93WHQ\u0026fid=0x0:0xbd440af47d80be8d""],""When"":""2021-12-9""},{""Name"":""Jaqueline Mathias"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJxGRJSNcNDUY3sQ53a0Z5ZINOnU-bN8NJNxn4WBj9nxLKypw=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""Ótimo estacionamento. Acessível. Tem restaurante dentro da universidade. Banheiros limpos. Wi-fi."",""Images"":[""www.google.com/local/imagery/report/?cb_client=maps_sv.tactile\u0026image_key=!1e10!2sCIHM0ogKEICAgICkrpPKYQ\u0026fid=0x0:0xbd440af47d80be8d""],""When"":""2018-9-29""},{""Name"":""André Luis"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX5LgmOwacEobxoOlxkfHWV440Sm1znHqKG1NVaPlQ0B_rLFVaA=s120-c-rp-mo-ba4-br100"",""Rating"":5,""Description"":""O local é um ambiente de aprendizado e desenvolvimento de conhecimento."",""Images"":[""www.google.com/local/imagery/report/?cb_client=maps_sv.tactile\u0026image_key=!1e10!2sCIHM0ogKEICAgIDO7plc\u0026fid=0x0:0xbd440af47d80be8d""],""When"":""2022-7-5""},{""Name"":""Maria"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUxteZKXBpmWQE59ySSXPcd5mgeE70RRz0pVKwK9QNBPgg-_aRs=s120-c-rp-mo-ba2-br100"",""Rating"":5,""Description"":""Uma ótima Universidade. Professores excelentes. Só falta um bandejão nas dependências da Universidade e a disponibilização de mais linhas de ônibus municipal para chegar ao local. Apesar disso, a faculdade conta com dois ônibus próprios interligando os campus Vila e Aterrado."",""Images"":null,""When"":""""},{""Name"":""Patricia Cavalcante de Oliveira (Patrícia)"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUP3fmc8VM5TQzFL50wKLxW2UDSSilye_4ckOCXk0WUNBq4T-4=s120-c-rp-mo-ba2-br100"",""Rating"":3,""Description"":""Queria saber se possuem algum número de telefone que eu consiga falar, preciso saber a respeito do término do curso de Engenharia Mecânica urgente, queríamos fazer uma comemoração para um aluno e preciso saber sobre a data final do curso. (Para quem está tendo aulas online)."",""Images"":null,""When"":""""},{""Name"":""Gisela Milagres"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJw3zmUaJiDyiMv9XiYyP88x1PGz_sm1YNMRfGJZ6ZyycR8_w=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""Campus lindo,moderno,arborizado.Você estuda e trabalha aos sons dos pássaros. Seu quadro funcional é composto por pessoas educadíssimas do guarda até os professores."",""Images"":null,""When"":""""}]",
Universidade Federal Fluminense,https://www.google.com/maps/place/Universidade+Federal+Fluminense+-+Campus+Valonguinho/data=!4m7!3m6!1s0x9983da8f8ec235:0x410efa02ccd4ae8!8m2!3d-22.8974342!4d-43.1249157!16s%2Fg%2F1pt_3zsqt!19sChIJNcKOj9qDmQAR6ErNLKDvEAQ?authuser=0&hl=en&rclk=1,Universidade Federal Fluminense - Campus Valonguinho,University,"Universidade Federal Fluminense - Campus Valonguinho - R. Mario Santos Braga, 30 - Centro, Niterói - RJ, 24020-140, Brazil","{""Friday"":[""7 am–6 pm""],""Monday"":[""7 am–6 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""7 am–6 pm""],""Tuesday"":[""7 am–6 pm""],""Wednesday"":[""7 am–6 pm""]}",{},http://www.nutricao.uff.br/,+55 21 2629-5000,"4V3G+22 Centro, Niterói - State of Rio de Janeiro, Brazil",293,4.600000,"{""1"":11,""2"":1,""3"":13,""4"":38,""5"":230}",-22.897434,-43.124916,292997447004539624,Closed ⋅ Opens 7 am Fri,,https://search.google.com/local/reviews?placeid=ChIJNcKOj9qDmQAR6ErNLKDvEAQ&q=Universidade+Federal+Fluminense+-+Campus+Valonguinho&authuser=0&hl=en&gl=PT,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrt86oUt5kwnXmfGXudzqQktgtueVKJDoTH8bAWQFKjQqFH7bz6n40QYizUQKGV_loDS4BFcGWWeEiNka717YO1ChmDwx1htN3j8ihRalkQFXowvQWEyCtbp7G6juyURBoIjKIr=w408-h544-k-no,America/Sao_Paulo,,0x9983da8f8ec235:0x410efa02ccd4ae8,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrt86oUt5kwnXmfGXudzqQktgtueVKJDoTH8bAWQFKjQqFH7bz6n40QYizUQKGV_loDS4BFcGWWeEiNka717YO1ChmDwx1htN3j8ihRalkQFXowvQWEyCtbp7G6juyURBoIjKIr=w224-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qspSKBfiVEJirFMusfFndw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=147.25362\u0026pitch=0\u0026thumbfov=100""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4noHZ-UqX7HlBDvUVaAl3eM6jMHJETd5NmrV8UbXARKt_02K-fw-O0VmytNO9LZqkIYz9Qq9b0j60KQFFa4Ym4aFZ2mvMT-WCIVqudMyGHKAtxKsNaWj503YgCM1tDJwHa6wvUU=w224-h398-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Universidade Federal Fluminense - Campus Valonguinho (Owner)"",""link"":""""}","{""borough"":""Centro"",""street"":""R. Mario Santos Braga, 30"",""city"":""Niterói"",""postal_code"":""24020-140"",""state"":""State of Rio de Janeiro"",""country"":""BR""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]","[{""Name"":""Douglas Menezes"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocL1sEw1twjT0huFPfT4RCNNS35HwWCpfFf4ttXx47_VZYFspHo=s120-c-rp-mo-ba3-br100"",""Rating"":1,""Description"":""I am deeply troubled by recent reports of racist behavior within our institution's management. Racism has no place in our academic environment and goes against the core values of diversity, inclusivity, and equality that we strive to uphold.\n\nIt is imperative that university management takes immediate and decisive action to address these issues, including implementing comprehensive anti-racism training for all staff and administrators, establishing clear protocols for reporting and addressing incidents of racism, and fostering a culture of accountability and respect.\n\nWe must stand together as a university community to condemn all forms of racism and work towards creating a campus environment where every individual feels valued, respected, and supported regardless of their race or ethnicity. Only through collective efforts can we truly achieve meaningful and lasting change."",""Images"":null,""When"":""""},{""Name"":""Anderson Jonny Correia Da Floresta"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUxQ6BCmC62E0hw61QJTt6KjYxnX6Yg6UFwt4rn7ihi7bag_crc=s120-c-rp-mo-ba2-br100"",""Rating"":5,""Description"":""Show"",""Images"":null,""When"":""""},{""Name"":""Luciana Benicio"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXg4RlTnuxowixtQCrI7r5O788cqyd-oSEofpgpStEfBMhRrPsq=s120-c-rp-mo-ba3-br100"",""Rating"":5,""Description"":""Top!!!!"",""Images"":null,""When"":""""},{""Name"":""Rariane Ágatha"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWhHNtmKBhzh8Q0YbYJ-hSrmszQ_wSMZiaPRh17QrydHQr4tZTwKQ=s120-c-rp-mo-ba4-br100"",""Rating"":4,""Description"":""Precisa de mais fotos e vídeos, tem muita pouca informação, você só vê real quando entra lá. Pra quem é calouro, seria ótimo se as pessoas fizessem mais vídeos e fotos do Valonguinho, os outros campus tem de sobra!"",""Images"":null,""When"":""""},{""Name"":""Bruna Graciano"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWtqk-bBb1Rh6LKbIEX1lmwfZYXybKnzq_QLllBQqfl3mBH1Ao=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""A UFF é sem igual.  Maravilhosa faculdade,  cursos excelentes e bem avaliados.  Corpo docente sensacional."",""Images"":null,""When"":""""},{""Name"":""João Paulo Nascimento Silva"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVvRmJXTFL0FyKylvI_VqcSM62_-selQuQelNRgVp1675Beyjwr=s120-c-rp-mo-ba3-br100"",""Rating"":4,""Description"":""O ensino é muito bom, mas acho que a estrutura poderia ser melhor."",""Images"":null,""When"":""""},{""Name"":""Carlos Vianna"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocL-HtR57-MHW1y_zexLphBgYlUH8J1RSaGBisyvnP0bo4AsdQ=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""O governo poderia melhorar, mais nas reformas e equipamentos, acomodações, para os profissionais, alunos, pacientes,voluntários,mas gosto  da  UFF, pelo menos  ainda está funcionando, dentro de suas limitações.........principalmente  na odontologia fazem de tudo para atender  a todos  com simpatia  e empatia."",""Images"":null,""When"":""""},{""Name"":""Olivia"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWvMsTM7-bK-Y3FdzYPax6oico5Qkjyf660sZuWnU2WmDnzcBSf=s120-c-rp-mo-ba3-br100"",""Rating"":3,""Description"":""infelizmente não conheci muito a faculdade, mas a vista do mar de lá é linda"",""Images"":null,""When"":""""}]",
Universidade Federal Fluminense,https://www.google.com/maps/place/Reitoria+da+UFF+-+Universidade+Federal+Fluminense/data=!4m7!3m6!1s0x9983de00f8f245:0xeab1cf71626df3c1!8m2!3d-22.9031256!4d-43.1166463!16s%2Fg%2F1tg5_w1d!19sChIJRfL4AN6DmQARwfNtYnHPseo?authuser=0&hl=en&rclk=1,Reitoria da UFF - Universidade Federal Fluminense,Public university,"Reitoria da UFF - Universidade Federal Fluminense - R. Miguel de Frias, 9 - Icaraí, Niterói - RJ, 24220-900, Brazil",{},{},https://www.uff.br/,,"3VWM+P8 Icaraí, Niterói - State of Rio de Janeiro, Brazil",395,4.500000,"{""1"":19,""2"":6,""3"":20,""4"":44,""5"":306}",-22.903126,-43.116646,16911526161642550209,,,https://search.google.com/local/reviews?placeid=ChIJRfL4AN6DmQARwfNtYnHPseo&q=Reitoria+da+UFF+-+Universidade+Federal+Fluminense&authuser=0&hl=en&gl=PT,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npImBtsH6NVXITNxZBRv_CjFFDKOrcvZvuXE6o8r016b5psmEXVN7dCj8CGhG7Gf1sRp3qm_O6Xxnow4rI9mIjaPPb5gUBr0CMIoNTJnkc_QXz8Eg0eUHmOmVWO2Rjf4Qy0T_DM=w408-h272-k-no,America/Sao_Paulo,,0x9983de00f8f245:0xeab1cf71626df3c1,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4npImBtsH6NVXITNxZBRv_CjFFDKOrcvZvuXE6o8r016b5psmEXVN7dCj8CGhG7Gf1sRp3qm_O6Xxnow4rI9mIjaPPb5gUBr0CMIoNTJnkc_QXz8Eg0eUHmOmVWO2Rjf4Qy0T_DM=w447-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOCX-AHMP1oU4UGgfDrqV9AQ7B92g5HyruU-34U=w446-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4nod1AV7GFMl4EXt6yQqsu7xkLogMLLW1DvIkAeututyFoP5Pw0uCdqIicoLZIunjJLwGGW18sBFcovf1rGYExX2ueM5MmOUzl6MbYHg4VIQmTgMPLgH9lk8tnT9XtU-m6HKWhoJ=w224-h398-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQ9R5Ini0oWWQ0LawPpBukzBXoLDCJLyAmbwuzfIWYMohRkZf3IsEw7ZUA4Nt3ptXWGRq4KLo87bBL8EiWwGjWXs-pjSoKYSW88uqBrj050a3EJcbjYbHEeFfeUNOn6vyUnFgS=w224-h298-k-no-pi-20-ya7.9999785-ro-0-fo100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""103393986517251985063"",""name"":""Reitoria da UFF - Universidade Federal Fluminense (Owner)"",""link"":""https://www.google.com/maps/contrib/103393986517251985063""}","{""borough"":""Icaraí"",""street"":""R. Miguel de Frias, 9"",""city"":""Niterói"",""postal_code"":""24220-900"",""state"":""State of Rio de Janeiro"",""country"":""BR""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]","[{""Name"":""Taiane Barbosa"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKEZecj6qribICfu_Y22TV49xUQTWC-HuwR4OaLEmdFErR9AA=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Hb yy"",""Images"":null,""When"":""""},{""Name"":""Rodrigo Crispim"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXfsjvEXjrSg3V4eFVqE9ntCt1kkI0B--OWw6ug4kBkrw0uR7j-=s120-c-rp-mo-ba4-br100"",""Rating"":5,""Description"":""top"",""Images"":null,""When"":""""},{""Name"":""Almir Guilherme Siqueira Lopes Ritta"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXCwMzo2Q42XRjO-tKtQQhNQz5poYEfwWtZHjviS9ySPl1gluY8=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""The best uni"",""Images"":null,""When"":""""},{""Name"":""Magno Vinicios"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXheV7LtxzwzatrLvlhPFP_nLTKCrej3ggJEFCacPTAbo3WWwMmiA=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""FUI VITIMA DE RACISMO E PRECONCEITO POR PARTE DA SEGURANÇA UFF ARTES!!\n(um tempo atrás)\n\nAqui vai meu relato.\nUma menina branca estava passando mal na rua e quase foi atropelada, ela entrou na universidade meio tonta procurando provavelmente um lugar pra sentar e respirar.. la fui eu tentar ajudar e ver o que aconteceu e ver o que eu podia ajudar a chamar a samu sla…. Enfim ela entrou nessa faculdade desnorteada e ela sentou no banco de fora da faculdade, eu estava em um espaço público que faz parte da faculdade aonde fica uns bancos pra galera sentar, gramado e etc…e fui abordado por um segurança de uma maneira racista e preconceituosa , ele simplesmente pensou que eu estava invadindo a faculdade, ele botou a mão na cintura como se estivesse segurando a arma perguntou o que eu estava fazendo ali, e estava me avisando pra sair, eu não entendi nada e perguntei o porque, ele disse pra eu sair novamente, eu disse que a menina estava passando mal e precisava de ajuda, ele segurou a arma com força como se tivesse no gatilho e falou pra eu sair quando perguntei novamente ele foi mais ignorante e disse pra eu ir embora dali, sendo que ali é um espaço público, eu não sou nenhum bandido e só pelo fato de eu ser negro eu passei por isso, infelizmente até a gente tentando ajudar a gente passa por isso, SEGURANÇAS MAL TREINADOS E ELES TEM UM PERFIL PRA NINGUÉM ( negro ) ENTRAR ALI.\n\nEnfim pelo fato de eu ser negro ele fez tudo isso…\n\nALIÁS OUTRAS PESSOAS (BRANCAS) ESTAVAM ENTRANDO E ELE NÃO ESTAVA ABORDANDO.\n\nNa hora eu fiquei muito mal e como sou um pouco estressado quase voltei pra reclamar com a direção de forma ignorante, mas como eu estava em choque eu mal pensei, só pensei em continuar minha atividade física e ir pra casa.\n\nGalera sou formado em administração e hoje to me formando em Educação Física, infelizmente nosso país ta perdido por conta desses tipos de pessoas….."",""Images"":null,""When"":""""},{""Name"":""Luiz Alberto Soares"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXl8tGqvzlrLUqXu1F7OpXmbl7qQIBdQ0hwOVt7n5_GoisxMAbA=s120-c-rp-mo-ba6-br100"",""Rating"":5,""Description"":""A linda reitoria da UFF está em um lugar privilegiado de Niterói, com seu ótimo cinema internacional e sua livraria maravilhosa!"",""Images"":[""www.google.com/local/imagery/report/?cb_client=maps_sv.tactile\u0026image_key=!1e10!2sCIHM0ogKEICAgIDN_PSW-wE\u0026fid=0x0:0xeab1cf71626df3c1""],""When"":""2024-1-20""},{""Name"":""Fred Klier"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjV5XHKpGVKBR_Oabis488RFvs55FzjZdOW9QkRCJeemFEH4gobX=s120-c-rp-mo-ba4-br100"",""Rating"":4,""Description"":""É uma boa opção para variar os passeios em Niterói. Opções de filme, peças e apresentações, além de passeio com cães (não oficialmente, mas a segurança não impede)."",""Images"":null,""When"":""""},{""Name"":""Yan Lahud"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXSng0Cj3cOk3HVz6efyZsJbcrDRiZ2rWLRkdITfEPDFueqnifg=s120-c-rp-mo-ba3-br100"",""Rating"":5,""Description"":""Ótimo lugar para passear com cachorros, conviver, admirar a praia e sentar a grama!"",""Images"":[""www.google.com/local/imagery/report/?cb_client=maps_sv.tactile\u0026image_key=!1e10!2sCIHM0ogKEICAgIC73-LLbA\u0026fid=0x0:0xeab1cf71626df3c1""],""When"":""2024-8-19""},{""Name"":""Thiago Bernardes"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUI6tQ7OzjYJIDKMzmRe4l0YhIGbQqZrSiuyLm4fNlapXBkXk6X=s120-c-rp-mo-ba4-br100"",""Rating"":5,""Description"":""Reitoria da Universidade Federal Fluminense, o prédio abriga o cinema, teatro e galera de artes."",""Images"":[""www.google.com/local/imagery/report/?cb_client=maps_sv.tactile\u0026image_key=!1e10!2sCIHM0ogKEICAgICEsbnr4gE\u0026fid=0x0:0xeab1cf71626df3c1""],""When"":""2017-3-9""}]",
